,DATE,ANDAMAN&NICOBARISLANDS,ARUNACHALPRADESH,ASSAM,BIHAR,CHANDIGARH,CHHATTISGARH,DADRA&NAGARHAVELI,DAMAN&DIU,DELHI,GOA,GUJARAT,HARYANA,HIMACHALPRADESH,JHARKHAND,KARNATAKA,KERALA,LAKSHADWEEP,MADHYAPRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUDUCHERRY,PUNJAB,RAJASTHAN,SIKKIM,TAMILNADU,TRIPURA,UTTARPRADESH,UTTARAKHAND,WESTBENGAL,ANDHRAPRADESH,JAMMUANDKASHMIR
8,2020-03-23,0.0,0.0,0.0,-7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,22.448979591836736,-28.571428571428573,0.0,0.0,15.23809523809524,-14.573934837092732,0.0,-14.285714285714286,8.367346938775508,0.0,0.0,0.0,0.0,-28.571428571428573,-14.285714285714286,-42.142857142857146,-34.69387755102041,0.0,-14.285714285714286,0.0,-27.380952380952383,-14.285714285714286,-21.428571428571427,98.21428571428571,-57.142857142857146
9,2020-03-24,0.0,0.0,0.0,-21.428571428571427,-14.285714285714286,0.0,0.0,0.0,-28.571428571428573,0.0,12.925170068027208,-38.775510204081634,-14.285714285714286,0.0,28.70748299319728,-21.716791979949875,0.0,-14.285714285714286,-4.469091984619936,0.0,0.0,0.0,0.0,-14.285714285714286,-14.285714285714286,0.7142857142857143,-44.21768707482993,0.0,0.0,0.0,-27.380952380952383,-28.571428571428573,-21.428571428571427,99.48979591836735,-42.857142857142854
10,2020-03-25,0.0,0.0,0.0,-21.428571428571427,-14.285714285714286,0.0,0.0,0.0,-42.857142857142854,0.0,12.925170068027208,-45.91836734693878,-14.285714285714286,0.0,10.850340136054422,-26.818832796276407,0.0,85.71428571428571,2.6737651582372064,-14.285714285714286,0.0,0.0,0.0,-14.285714285714286,-14.285714285714286,-8.809523809523812,-44.21768707482993,0.0,4.761904761904764,0.0,-27.380952380952383,-28.571428571428573,-21.428571428571427,2.3469387755102042,-21.428571428571427
11,2020-03-26,0.0,0.0,0.0,7.142857142857143,-14.285714285714286,7.142857142857143,0.0,0.0,-54.285714285714285,-14.285714285714286,16.49659863945578,-45.91836734693878,-14.285714285714286,0.0,-12.006802721088436,3.3398973624537507,0.0,80.35714285714286,-1.6119491274770783,-14.285714285714286,0.0,-14.285714285714286,0.0,0.0,0.0,-8.809523809523812,-53.74149659863946,0.0,-4.166666666666665,0.0,-22.619047619047617,-28.571428571428573,-21.428571428571427,-2.414965986394559,-12.857142857142858
12,2020-03-27,57.142857142857146,0.0,0.0,2.3809523809523796,-14.285714285714286,-7.142857142857143,0.0,0.0,-11.428571428571429,-14.285714285714286,13.639455782312922,-45.91836734693878,-14.285714285714286,0.0,5.850340136054423,24.09177706170188,0.0,91.78571428571429,141.2451937296658,-14.285714285714286,0.0,-14.285714285714286,0.0,-14.285714285714286,0.0,12.619047619047617,17.68707482993197,0.0,24.40476190476191,0.0,2.380952380952382,-28.571428571428573,35.714285714285715,51.15646258503402,1.4285714285714286
13,2020-03-28,51.42857142857143,0.0,0.0,2.3809523809523796,-28.571428571428573,-7.142857142857143,0.0,0.0,20.714285714285715,-14.285714285714286,27.925170068027207,-17.346938775510203,-14.285714285714286,0.0,32.8344671201814,22.53018076326347,0.0,93.37301587301587,136.70273158351702,-14.285714285714286,0.0,-14.285714285714286,0.0,-14.285714285714286,0.0,12.619047619047617,18.639455782312922,0.0,30.753968253968257,0.0,33.843537414965986,-28.571428571428573,30.0,48.63545418167268,32.38095238095239
14,2020-03-29,37.142857142857146,0.0,0.0,16.66666666666666,-28.571428571428573,-21.428571428571427,0.0,0.0,57.22222222222222,-14.285714285714286,34.047619047619044,-17.346938775510203,-14.285714285714286,0.0,17.372282246231826,52.29208552516824,0.0,79.08730158730158,132.8932077739932,-14.285714285714286,0.0,-14.285714285714286,0.0,-14.285714285714286,0.0,15.476190476190473,28.333333333333332,0.0,45.039682539682545,0.0,32.95068027210885,-28.571428571428573,22.857142857142858,28.737494997999196,37.875457875457876
15,2020-03-30,37.142857142857146,0.0,0.0,9.523809523809522,-28.571428571428573,-21.428571428571427,0.0,0.0,58.464458247066936,-28.571428571428573,3.69047619047619,-17.346938775510203,-14.285714285714286,0.0,36.41990129385088,48.48256171564442,0.0,93.37301587301587,114.32177920256461,-14.285714285714286,0.0,-14.285714285714286,0.0,-14.285714285714286,0.0,26.190476190476186,71.19047619047619,0.0,61.11111111111111,0.0,67.64455782312925,-42.857142857142854,27.619047619047617,40.16606642657063,55.01831501831502
16,2020-03-31,22.857142857142858,0.0,0.0,23.809523809523807,-22.857142857142858,-21.428571428571427,0.0,0.0,71.60731538992408,-28.571428571428573,7.091836734693878,78.57142857142857,0.0,0.0,57.23622782446312,44.464704572787284,0.0,113.01587301587301,177.0181621035511,-14.285714285714286,0.0,-14.285714285714286,0.0,-14.285714285714286,0.0,-11.904761904761909,81.19047619047619,0.0,80.43884220354809,0.0,50.97789115646259,-28.571428571428573,227.61904761904762,95.04134987328266,48.52480852480853
17,2020-04-01,22.857142857142858,0.0,200.0,16.666666666666664,-22.857142857142858,-35.714285714285715,0.0,0.0,77.19737750172533,-28.571428571428573,39.23469387755102,71.42857142857143,0.0,-14.285714285714286,49.26919485743014,84.26062294013423,0.0,22.790309106098583,161.3387195948403,0.0,0.0,-14.285714285714286,0.0,-14.285714285714286,0.0,40.476190476190474,94.45578231292518,0.0,88.96014546169344,0.0,59.90646258503402,-28.571428571428573,227.61904761904762,111.696402138091,29.47718947718948
