,From,To,Per run_Weight,Date_S,Date_E,Week_Count,Week_String
983,CHHATTISGARH,MAHARASHTRA,173.89893914241418,"Thu Jun 17, 2021","Fri Jun 25, 2021",        T    ,1
984,MAHARASHTRA,CHHATTISGARH,211.86547605098252,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
985,MAHARASHTRA,ODISHA,314.28054421858525,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
986,MAHARASHTRA,JHARKHAND,211.58714701130322,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
987,MAHARASHTRA,WEST BENGAL,630.266832719129,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
988,CHHATTISGARH,ODISHA,57.59294938014381,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
989,CHHATTISGARH,JHARKHAND,38.774044628214725,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
990,CHHATTISGARH,WEST BENGAL,115.49848204262399,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
991,ODISHA,JHARKHAND,93.4647260144524,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
992,ODISHA,WEST BENGAL,278.4087675842767,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
993,JHARKHAND,WEST BENGAL,343.82591765397035,"Sat Jun 19, 2021","Sun Jun 27, 2021",            S,1
994,WEST BENGAL,JHARKHAND,172.2164751372699,"Tue Jun 15, 2021",,    T       S,2
995,WEST BENGAL,BIHAR,396.7708098761901,"Tue Jun 15, 2021",,    T       S,2
996,WEST BENGAL,UTTAR PRADESH,827.6567454705342,"Tue Jun 15, 2021",,    T       S,2
997,WEST BENGAL,DELHI NCT,149.35596951600576,"Tue Jun 15, 2021",,    T       S,2
998,JHARKHAND,BIHAR,49.7388919561144,"Tue Jun 15, 2021",,    T       S,2
999,JHARKHAND,UTTAR PRADESH,103.75443055539799,"Tue Jun 15, 2021",,    T       S,2
1000,JHARKHAND,DELHI NCT,18.72315262575752,"Tue Jun 15, 2021",,    T       S,2
1001,BIHAR,UTTAR PRADESH,378.2517473630167,"Tue Jun 15, 2021",,    T       S,2
1002,BIHAR,DELHI NCT,68.2579544692878,"Tue Jun 15, 2021",,    T       S,2
1003,UTTAR PRADESH,DELHI NCT,1309.662923388949,"Tue Jun 15, 2021",,    T       S,2
1004,MAHARASHTRA,MADHYA PRADESH,565.1505101123583,"Sat Jun 12, 2021","Sun Jun 20, 2021",  M   W   F S,4
1005,MAHARASHTRA,UTTAR PRADESH,1024.8494898876418,"Sat Jun 12, 2021","Sun Jun 20, 2021",  M   W   F S,4
1006,MADHYA PRADESH,UTTAR PRADESH,565.1505101123583,"Sat Jun 12, 2021","Sun Jun 20, 2021",  M   W   F S,4
1007,UTTAR PRADESH,MADHYA PRADESH,442.35585566869497,"Fri Jun 11, 2021","Fri Jun 18, 2021",S   T   T F  ,4
1008,UTTAR PRADESH,MAHARASHTRA,1147.644144331305,"Fri Jun 11, 2021","Fri Jun 18, 2021",S   T   T F  ,4
1009,MADHYA PRADESH,MAHARASHTRA,442.35585566869497,"Fri Jun 11, 2021","Fri Jun 18, 2021",S   T   T F  ,4
1010,JHARKHAND,WEST BENGAL,757.9952029147528,"Wed Jun 30, 2021",,      W      ,1
1011,JHARKHAND,BIHAR,586.2681545678373,"Wed Jun 30, 2021",,      W      ,1
1012,JHARKHAND,ASSAM,245.73664251740993,"Wed Jun 30, 2021",,      W      ,1
1013,WEST BENGAL,BIHAR,534.1176521348511,"Wed Jun 30, 2021",,      W      ,1
1014,WEST BENGAL,ASSAM,223.87755077990167,"Wed Jun 30, 2021",,      W      ,1
1015,BIHAR,ASSAM,1120.3858067026883,"Wed Jun 30, 2021",,      W      ,1
1016,DELHI NCT,UTTAR PRADESH,1013.3527254358124,"Thu Jun 17, 2021","Tue Jun 29, 2021",  M     T   S,3
1017,DELHI NCT,BIHAR,485.79170502963785,"Thu Jun 17, 2021","Tue Jun 29, 2021",  M     T   S,3
1018,DELHI NCT,JHARKHAND,210.85556953454966,"Thu Jun 17, 2021","Tue Jun 29, 2021",  M     T   S,3
1019,UTTAR PRADESH,BIHAR,706.6393083843701,"Thu Jun 17, 2021","Tue Jun 29, 2021",  M     T   S,3
1020,UTTAR PRADESH,JHARKHAND,306.71341705144243,"Thu Jun 17, 2021","Tue Jun 29, 2021",  M     T   S,3
1021,BIHAR,JHARKHAND,1192.431013414008,"Thu Jun 17, 2021","Tue Jun 29, 2021",  M     T   S,3
1022,DELHI NCT,UTTAR PRADESH,1415.4724874962483,"Wed Jun 16, 2021","Thu Jul 01, 2021",    T W   F  ,3
1023,DELHI NCT,JHARKHAND,294.5275125037517,"Wed Jun 16, 2021","Thu Jul 01, 2021",    T W   F  ,3
1024,UTTAR PRADESH,JHARKHAND,1415.4724874962483,"Wed Jun 16, 2021","Thu Jul 01, 2021",    T W   F  ,3
1025,JHARKHAND,BIHAR,493.8755434238297,"Wed Jun 16, 2021","Mon Jun 28, 2021",S     W   F  ,3
1026,JHARKHAND,UTTAR PRADESH,1030.2154663676222,"Wed Jun 16, 2021","Mon Jun 28, 2021",S     W   F  ,3
1027,JHARKHAND,DELHI NCT,185.908990208548,"Wed Jun 16, 2021","Mon Jun 28, 2021",S     W   F  ,3
1028,BIHAR,UTTAR PRADESH,418.3767710160146,"Wed Jun 16, 2021","Mon Jun 28, 2021",S     W   F  ,3
1029,BIHAR,DELHI NCT,75.4987724078151,"Wed Jun 16, 2021","Mon Jun 28, 2021",S     W   F  ,3
1030,UTTAR PRADESH,DELHI NCT,1448.592237383637,"Wed Jun 16, 2021","Mon Jun 28, 2021",S     W   F  ,3
1031,CHANDIGARH,HARYANA,155.69319934288504,"Wed Jul 07, 2021",,      W      ,1
1032,CHANDIGARH,UTTAR PRADESH,618.8195641975548,"Wed Jul 07, 2021",,      W      ,1
1033,CHANDIGARH,BIHAR,296.6562418509716,"Wed Jul 07, 2021",,      W      ,1
1034,CHANDIGARH,WEST BENGAL,383.55146273212097,"Wed Jul 07, 2021",,      W      ,1
1035,CHANDIGARH,ASSAM,124.34465062839313,"Wed Jul 07, 2021",,      W      ,1
1036,CHANDIGARH,NAGALAND,10.934881248074511,"Wed Jul 07, 2021",,      W      ,1
1037,HARYANA,UTTAR PRADESH,67.17251687138837,"Wed Jul 07, 2021",,      W      ,1
1038,HARYANA,BIHAR,32.20186878961608,"Wed Jul 07, 2021",,      W      ,1
1039,HARYANA,WEST BENGAL,41.634296315159865,"Wed Jul 07, 2021",,      W      ,1
1040,HARYANA,ASSAM,13.497542135781806,"Wed Jul 07, 2021",,      W      ,1
1041,HARYANA,NAGALAND,1.1869752309389185,"Wed Jul 07, 2021",,      W      ,1
1042,UTTAR PRADESH,BIHAR,249.54876497264638,"Wed Jul 07, 2021",,      W      ,1
1043,UTTAR PRADESH,WEST BENGAL,322.645474206257,"Wed Jul 07, 2021",,      W      ,1
1044,UTTAR PRADESH,ASSAM,104.59936322816014,"Wed Jul 07, 2021",,      W      ,1
1045,UTTAR PRADESH,NAGALAND,9.198478661879559,"Wed Jul 07, 2021",,      W      ,1
1046,BIHAR,WEST BENGAL,427.59358153445874,"Wed Jul 07, 2021",,      W      ,1
1047,BIHAR,ASSAM,138.62279165385362,"Wed Jul 07, 2021",,      W      ,1
1048,BIHAR,NAGALAND,12.190502424921664,"Wed Jul 07, 2021",,      W      ,1
1049,WEST BENGAL,ASSAM,1080.4131704729962,"Wed Jul 07, 2021",,      W      ,1
1050,WEST BENGAL,NAGALAND,95.01164431500052,"Wed Jul 07, 2021",,      W      ,1
1051,ASSAM,NAGALAND,1461.4775181191849,"Wed Jul 07, 2021",,      W      ,1
1052,JHARKHAND,UTTAR PRADESH,1448.592237383637,"Tue Jun 15, 2021","Wed Jun 30, 2021",  M T   T    ,3
1053,JHARKHAND,DELHI NCT,261.40776261636313,"Tue Jun 15, 2021","Wed Jun 30, 2021",  M T   T    ,3
1054,UTTAR PRADESH,DELHI NCT,1448.592237383637,"Tue Jun 15, 2021","Wed Jun 30, 2021",  M T   T    ,3
1055,ASSAM,NAGALAND,11.772648244684142,"Mon Jul 05, 2021",,  M          ,1
1056,ASSAM,WEST BENGAL,412.9369448135932,"Mon Jul 05, 2021",,  M          ,1
1057,ASSAM,BIHAR,319.3843175495304,"Mon Jul 05, 2021",,  M          ,1
1058,ASSAM,UTTAR PRADESH,666.2299197359247,"Mon Jul 05, 2021",,  M          ,1
1059,ASSAM,HARYANA,167.62150666026,"Mon Jul 05, 2021",,  M          ,1
1060,ASSAM,CHANDIGARH,12.054662996007611,"Mon Jul 05, 2021",,  M          ,1
1061,NAGALAND,WEST BENGAL,3.0802668532630224,"Mon Jul 05, 2021",,  M          ,1
1062,NAGALAND,BIHAR,2.3824192510649516,"Mon Jul 05, 2021",,  M          ,1
1063,NAGALAND,UTTAR PRADESH,4.969683541735495,"Mon Jul 05, 2021",,  M          ,1
1064,NAGALAND,HARYANA,1.2503578992978723,"Mon Jul 05, 2021",,  M          ,1
1065,NAGALAND,CHANDIGARH,0.0899206993227995,"Mon Jul 05, 2021",,  M          ,1
1066,WEST BENGAL,BIHAR,114.02254102974209,"Mon Jul 05, 2021",,  M          ,1
1067,WEST BENGAL,UTTAR PRADESH,237.84896184375265,"Mon Jul 05, 2021",,  M          ,1
1068,WEST BENGAL,HARYANA,59.842105796796595,"Mon Jul 05, 2021",,  M          ,1
1069,WEST BENGAL,CHANDIGARH,4.30360299656489,"Mon Jul 05, 2021",,  M          ,1
1070,BIHAR,UTTAR PRADESH,343.2246903427506,"Mon Jul 05, 2021",,  M          ,1
1071,BIHAR,HARYANA,86.35433206160583,"Mon Jul 05, 2021",,  M          ,1
1072,BIHAR,CHANDIGARH,6.210255425981021,"Mon Jul 05, 2021",,  M          ,1
1073,UTTAR PRADESH,HARYANA,1168.256927075079,"Mon Jul 05, 2021",,  M          ,1
1074,UTTAR PRADESH,CHANDIGARH,84.01632838908449,"Mon Jul 05, 2021",,  M          ,1
1075,HARYANA,CHANDIGARH,1483.3252294930392,"Mon Jul 05, 2021",,  M          ,1
1076,ASSAM,WEST BENGAL,753.855988256729,"Tue Jun 29, 2021",,    T        ,1
1077,ASSAM,BIHAR,583.0666966567736,"Tue Jun 29, 2021",,    T        ,1
1078,ASSAM,JHARKHAND,253.07731508649746,"Tue Jun 29, 2021",,    T        ,1
1079,WEST BENGAL,BIHAR,525.6849473948479,"Tue Jun 29, 2021",,    T        ,1
1080,WEST BENGAL,JHARKHAND,228.17104086188115,"Tue Jun 29, 2021",,    T        ,1
1081,BIHAR,JHARKHAND,1108.7516440516215,"Tue Jun 29, 2021",,    T        ,1
1082,WEST BENGAL,JHARKHAND,152.38818757295294,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1083,WEST BENGAL,BIHAR,351.0882716110143,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1084,WEST BENGAL,UTTAR PRADESH,732.3637954745736,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1085,WEST BENGAL,DELHI NCT,132.15974534145917,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1086,JHARKHAND,BIHAR,44.01216312804949,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1087,JHARKHAND,UTTAR PRADESH,91.80857761952423,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1088,JHARKHAND,DELHI NCT,16.567446825379232,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1089,BIHAR,UTTAR PRADESH,334.7014168128117,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1090,BIHAR,DELHI NCT,60.39901792625207,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1091,UTTAR PRADESH,DELHI NCT,1158.8737899069095,"Mon Jun 14, 2021","Tue Jun 29, 2021",  M          ,1
1092,DELHI NCT,UTTAR PRADESH,592.9061444304441,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1093,DELHI NCT,BIHAR,284.23359368924736,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1094,DELHI NCT,JHARKHAND,123.37023390414129,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1095,DELHI NCT,WEST BENGAL,367.49002797616726,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1096,UTTAR PRADESH,BIHAR,217.42379060412765,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1097,UTTAR PRADESH,JHARKHAND,94.37175794386408,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1098,UTTAR PRADESH,WEST BENGAL,281.1105958824524,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1099,BIHAR,JHARKHAND,126.083925805965,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1100,BIHAR,WEST BENGAL,375.57345848741005,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1101,JHARKHAND,WEST BENGAL,343.82591765397035,"Tue Jun 15, 2021","Wed Jun 30, 2021",    T        ,1
1102,ODISHA,WEST BENGAL,757.9952029147528,"Sat Jun 26, 2021",,            S,1
1103,ODISHA,BIHAR,586.2681545678373,"Sat Jun 26, 2021",,            S,1
1104,ODISHA,ASSAM,245.73664251740993,"Sat Jun 26, 2021",,            S,1
1105,WEST BENGAL,BIHAR,534.1176521348511,"Sat Jun 26, 2021",,            S,1
1106,WEST BENGAL,ASSAM,223.87755077990167,"Sat Jun 26, 2021",,            S,1
1107,BIHAR,ASSAM,1120.3858067026883,"Sat Jun 26, 2021",,            S,1
1108,DELHI NCT,UTTAR PRADESH,670.0532889542884,"Sun Jun 13, 2021",,S       T    ,2
1109,DELHI NCT,BIHAR,321.2172045640179,"Sun Jun 13, 2021",,S       T    ,2
1110,DELHI NCT,JHARKHAND,139.42279357880295,"Sun Jun 13, 2021",,S       T    ,2
1111,DELHI NCT,WEST BENGAL,415.30671290289075,"Sun Jun 13, 2021",,S       T    ,2
1112,UTTAR PRADESH,BIHAR,245.71431306577583,"Sun Jun 13, 2021",,S       T    ,2
1113,UTTAR PRADESH,JHARKHAND,106.65112410907444,"Sun Jun 13, 2021",,S       T    ,2
1114,UTTAR PRADESH,WEST BENGAL,317.6878517794382,"Sun Jun 13, 2021",,S       T    ,2
1115,BIHAR,JHARKHAND,142.48958281872945,"Sun Jun 13, 2021",,S       T    ,2
1116,BIHAR,WEST BENGAL,424.44193481106424,"Sun Jun 13, 2021",,S       T    ,2
1117,JHARKHAND,WEST BENGAL,388.56350050660683,"Sun Jun 13, 2021",,S       T    ,2
1118,DELHI NCT,UTTAR PRADESH,1074.7669141809713,"Mon Jun 14, 2021",,  M   W   F  ,3
1119,DELHI NCT,BIHAR,515.2330858190287,"Mon Jun 14, 2021",,  M   W   F  ,3
1120,UTTAR PRADESH,BIHAR,1074.7669141809713,"Mon Jun 14, 2021",,  M   W   F  ,3
1121,MAHARASHTRA,GOA,1642.0,"Sun Oct 25, 2020","Mon Nov 01, 2021",S M T W T F S,7
1122,ASSAM,WEST BENGAL,452.4486424371866,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1123,ASSAM,BIHAR,349.94447144041413,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1124,ASSAM,ODISHA,225.61207125980397,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1125,ASSAM,ANDHRA PRADESH,561.9948148625953,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1126,WEST BENGAL,BIHAR,139.18659582178157,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1127,WEST BENGAL,ODISHA,89.7347400451795,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1128,WEST BENGAL,ANDHRA PRADESH,223.52730657022553,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1129,BIHAR,ODISHA,140.1128851803776,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1130,BIHAR,ANDHRA PRADESH,349.0181820818181,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1131,ODISHA,ANDHRA PRADESH,455.45969648536106,"Wed May 12, 2021","Fri Jun 18, 2021",      W      ,1
1132,ASSAM,WEST BENGAL,258.5137178808456,"Wed Jun 30, 2021",,      W      ,1
1133,ASSAM,BIHAR,199.94633175735117,"Wed Jun 30, 2021",,      W      ,1
1134,ASSAM,UTTAR PRADESH,417.0844378967802,"Wed Jun 30, 2021",,      W      ,1
1135,ASSAM,RAJASTHAN,208.9196736126945,"Wed Jun 30, 2021",,      W      ,1
1136,ASSAM,MADHYA PRADESH,230.00009773448195,"Wed Jun 30, 2021",,      W      ,1
1137,ASSAM,GUJARAT,275.5357411178466,"Wed Jun 30, 2021",,      W      ,1
1138,WEST BENGAL,BIHAR,38.82042969076884,"Wed Jun 30, 2021",,      W      ,1
1139,WEST BENGAL,UTTAR PRADESH,80.97871540916884,"Wed Jun 30, 2021",,      W      ,1
1140,WEST BENGAL,RAJASTHAN,40.56264213110177,"Wed Jun 30, 2021",,      W      ,1
1141,WEST BENGAL,MADHYA PRADESH,44.65549602483841,"Wed Jun 30, 2021",,      W      ,1
1142,WEST BENGAL,GUJARAT,53.496434624967755,"Wed Jun 30, 2021",,      W      ,1
1143,BIHAR,UTTAR PRADESH,88.00917763016827,"Wed Jun 30, 2021",,      W      ,1
1144,BIHAR,RAJASTHAN,44.084235696098496,"Wed Jun 30, 2021",,      W      ,1
1145,BIHAR,MADHYA PRADESH,48.532425612771476,"Wed Jun 30, 2021",,      W      ,1
1146,BIHAR,GUJARAT,58.14092250908177,"Wed Jun 30, 2021",,      W      ,1
1147,UTTAR PRADESH,RAJASTHAN,171.3781165606151,"Wed Jun 30, 2021",,      W      ,1
1148,UTTAR PRADESH,MADHYA PRADESH,188.67052047748282,"Wed Jun 30, 2021",,      W      ,1
1149,UTTAR PRADESH,GUJARAT,226.02369389801936,"Wed Jun 30, 2021",,      W      ,1
1150,RAJASTHAN,MADHYA PRADESH,211.53261720081701,"Wed Jun 30, 2021",,      W      ,1
1151,RAJASTHAN,GUJARAT,253.41205079969282,"Wed Jun 30, 2021",,      W      ,1
1152,MADHYA PRADESH,GUJARAT,723.3911570503917,"Wed Jun 30, 2021",,      W      ,1
1153,GUJARAT,MADHYA PRADESH,261.53710290167123,"Sat Jul 03, 2021",,            S,1
1154,GUJARAT,RAJASTHAN,237.5661867713855,"Sat Jul 03, 2021",,            S,1
1155,GUJARAT,UTTAR PRADESH,474.2739530433774,"Sat Jul 03, 2021",,            S,1
1156,GUJARAT,BIHAR,227.36244401079725,"Sat Jul 03, 2021",,            S,1
1157,GUJARAT,WEST BENGAL,293.96043523837164,"Sat Jul 03, 2021",,            S,1
1158,GUJARAT,ASSAM,95.29987803439703,"Sat Jul 03, 2021",,            S,1
1159,MADHYA PRADESH,RAJASTHAN,46.770122350648265,"Sat Jul 03, 2021",,            S,1
1160,MADHYA PRADESH,UTTAR PRADESH,93.37124576954376,"Sat Jul 03, 2021",,            S,1
1161,MADHYA PRADESH,BIHAR,44.76129144826694,"Sat Jul 03, 2021",,            S,1
1162,MADHYA PRADESH,WEST BENGAL,57.87256894256153,"Sat Jul 03, 2021",,            S,1
1163,MADHYA PRADESH,ASSAM,18.76187439065073,"Sat Jul 03, 2021",,            S,1
1164,RAJASTHAN,UTTAR PRADESH,123.61693278977341,"Sat Jul 03, 2021",,            S,1
1165,RAJASTHAN,BIHAR,59.26078752553963,"Sat Jul 03, 2021",,            S,1
1166,RAJASTHAN,WEST BENGAL,76.61919262597748,"Sat Jul 03, 2021",,            S,1
1167,RAJASTHAN,ASSAM,24.839396180743226,"Sat Jul 03, 2021",,            S,1
1168,UTTAR PRADESH,BIHAR,254.88363158323344,"Sat Jul 03, 2021",,            S,1
1169,UTTAR PRADESH,WEST BENGAL,329.54300610784213,"Sat Jul 03, 2021",,            S,1
1170,UTTAR PRADESH,ASSAM,106.83549391161894,"Sat Jul 03, 2021",,            S,1
1171,BIHAR,WEST BENGAL,442.73622562286187,"Sat Jul 03, 2021",,            S,1
1172,BIHAR,ASSAM,143.53192894497542,"Sat Jul 03, 2021",,            S,1
1173,WEST BENGAL,ASSAM,1200.7314285376146,"Sat Jul 03, 2021",,            S,1
1174,ASSAM,WEST BENGAL,354.4015424921773,"Sun Jun 27, 2021",,S            ,1
1175,ASSAM,BIHAR,274.11036045336414,"Sun Jun 27, 2021",,S            ,1
1176,ASSAM,UTTAR PRADESH,571.7892626813438,"Sun Jun 27, 2021",,S            ,1
1177,ASSAM,UTTARAKHAND,64.43493098604281,"Sun Jun 27, 2021",,S            ,1
1178,ASSAM,HARYANA,143.8605125101497,"Sun Jun 27, 2021",,S            ,1
1179,ASSAM,PUNJAB,148.51108705238187,"Sun Jun 27, 2021",,S            ,1
1180,ASSAM,JAMMU AND KASHMIR,32.892303824540356,"Sun Jun 27, 2021",,S            ,1
1181,WEST BENGAL,BIHAR,78.62192929060366,"Sun Jun 27, 2021",,S            ,1
1182,WEST BENGAL,UTTAR PRADESH,164.00392493485293,"Sun Jun 27, 2021",,S            ,1
1183,WEST BENGAL,UTTARAKHAND,18.481602006763588,"Sun Jun 27, 2021",,S            ,1
1184,WEST BENGAL,HARYANA,41.262909667390424,"Sun Jun 27, 2021",,S            ,1
1185,WEST BENGAL,PUNJAB,42.59681453043651,"Sun Jun 27, 2021",,S            ,1
1186,WEST BENGAL,JAMMU AND KASHMIR,9.43436206213024,"Sun Jun 27, 2021",,S            ,1
1187,BIHAR,UTTAR PRADESH,209.7670647140438,"Sun Jun 27, 2021",,S            ,1
1188,BIHAR,UTTARAKHAND,23.638650146403315,"Sun Jun 27, 2021",,S            ,1
1189,BIHAR,HARYANA,52.77678229912781,"Sun Jun 27, 2021",,S            ,1
1190,BIHAR,PUNJAB,54.4828957829369,"Sun Jun 27, 2021",,S            ,1
1191,BIHAR,JAMMU AND KASHMIR,12.066896801455924,"Sun Jun 27, 2021",,S            ,1
1192,UTTAR PRADESH,UTTARAKHAND,156.3440899176773,"Sun Jun 27, 2021",,S            ,1
1193,UTTAR PRADESH,HARYANA,349.0613019879217,"Sun Jun 27, 2021",,S            ,1
1194,UTTAR PRADESH,PUNJAB,360.34539639561336,"Sun Jun 27, 2021",,S            ,1
1195,UTTAR PRADESH,JAMMU AND KASHMIR,79.80946402902819,"Sun Jun 27, 2021",,S            ,1
1196,UTTARAKHAND,HARYANA,116.27734822914505,"Sun Jun 27, 2021",,S            ,1
1197,UTTARAKHAND,PUNJAB,120.03624263371333,"Sun Jun 27, 2021",,S            ,1
1198,UTTARAKHAND,JAMMU AND KASHMIR,26.58568219402862,"Sun Jun 27, 2021",,S            ,1
1199,HARYANA,PUNJAB,575.7266513220676,"Sun Jun 27, 2021",,S            ,1
1200,HARYANA,JAMMU AND KASHMIR,127.512203371667,"Sun Jun 27, 2021",,S            ,1
1201,PUNJAB,JAMMU AND KASHMIR,1301.6990877171497,"Sun Jun 27, 2021",,S            ,1
1202,HARYANA,RAJASTHAN,126.13765773613795,"Wed Jun 16, 2021",,      W      ,1
1203,HARYANA,GUJARAT,166.3578752838154,"Wed Jun 16, 2021",,      W      ,1
1204,HARYANA,MAHARASHTRA,360.27067120132216,"Wed Jun 16, 2021",,      W      ,1
1205,HARYANA,GOA,7.60249428402688,"Wed Jun 16, 2021",,      W      ,1
1206,HARYANA,KARNATAKA,160.69989794144692,"Wed Jun 16, 2021",,      W      ,1
1207,HARYANA,KERALA,105.01125297899014,"Wed Jun 16, 2021",,      W      ,1
1208,HARYANA,TAMIL NADU,183.92015057426056,"Wed Jun 16, 2021",,      W      ,1
1209,RAJASTHAN,GUJARAT,21.328179596727907,"Wed Jun 16, 2021",,      W      ,1
1210,RAJASTHAN,MAHARASHTRA,46.18908221631428,"Wed Jun 16, 2021",,      W      ,1
1211,RAJASTHAN,GOA,0.974690036141605,"Wed Jun 16, 2021",,      W      ,1
1212,RAJASTHAN,KARNATAKA,20.602789489969357,"Wed Jun 16, 2021",,      W      ,1
1213,RAJASTHAN,KERALA,13.4631369833997,"Wed Jun 16, 2021",,      W      ,1
1214,RAJASTHAN,TAMIL NADU,23.579779413585108,"Wed Jun 16, 2021",,      W      ,1
1215,GUJARAT,MAHARASHTRA,82.71242995983765,"Wed Jun 16, 2021",,      W      ,1
1216,GUJARAT,GOA,1.745412064464857,"Wed Jun 16, 2021",,      W      ,1
1217,GUJARAT,KARNATAKA,36.89414686106207,"Wed Jun 16, 2021",,      W      ,1
1218,GUJARAT,KERALA,24.10891754817825,"Wed Jun 16, 2021",,      W      ,1
1219,GUJARAT,TAMIL NADU,42.22514844700046,"Wed Jun 16, 2021",,      W      ,1
1220,MAHARASHTRA,GOA,8.133538601840247,"Wed Jun 16, 2021",,      W      ,1
1221,MAHARASHTRA,KARNATAKA,171.92499913676028,"Wed Jun 16, 2021",,      W      ,1
1222,MAHARASHTRA,KERALA,112.34642839873628,"Wed Jun 16, 2021",,      W      ,1
1223,MAHARASHTRA,TAMIL NADU,196.76721724013726,"Wed Jun 16, 2021",,      W      ,1
1224,GOA,KARNATAKA,6.596291225411604,"Wed Jun 16, 2021",,      W      ,1
1225,GOA,KERALA,4.310424682703778,"Wed Jun 16, 2021",,      W      ,1
1226,GOA,TAMIL NADU,7.549419078358206,"Wed Jun 16, 2021",,      W      ,1
1227,KARNATAKA,KERALA,144.18601383280242,"Wed Jun 16, 2021",,      W      ,1
1228,KARNATAKA,TAMIL NADU,252.53211082184785,"Wed Jun 16, 2021",,      W      ,1
1229,KERALA,TAMIL NADU,403.4261744248106,"Wed Jun 16, 2021",,      W      ,1
1230,WEST BENGAL,BIHAR,1512.0,"Fri Jun 18, 2021",,S M T W T F S,7
1231,WEST BENGAL,JHARKHAND,1564.0,"Mon Jun 21, 2021",,  M T W T F S,6
1232,WEST BENGAL,JHARKHAND,1564.0,"Sun Jun 20, 2021",,S M T W T F  ,6
1233,WEST BENGAL,BIHAR,1090.6211140231044,"Sun Jun 20, 2021",,S     W   F  ,3
1234,WEST BENGAL,JHARKHAND,473.3788859768957,"Sun Jun 20, 2021",,S     W   F  ,3
1235,BIHAR,JHARKHAND,1090.6211140231044,"Sun Jun 20, 2021",,S     W   F  ,3
1236,WEST BENGAL,JHARKHAND,473.3788859768957,"Sat Jun 19, 2021",,    T   T   S,3
1237,WEST BENGAL,BIHAR,1090.6211140231044,"Sat Jun 19, 2021",,    T   T   S,3
1238,JHARKHAND,BIHAR,473.3788859768957,"Sat Jun 19, 2021",,    T   T   S,3
1239,BIHAR,WEST BENGAL,1590.0,"Sat Jun 19, 2021",,S M T W T F S,7
1240,WEST BENGAL,BIHAR,1590.0,"Fri Jun 18, 2021",,S M T W T F S,7
1241,MAHARASHTRA,MADHYA PRADESH,282.5424335682865,"Wed Jun 16, 2021",,S M T W T F S,7
1242,MAHARASHTRA,UTTAR PRADESH,512.3652261350747,"Wed Jun 16, 2021",,S M T W T F S,7
1243,MAHARASHTRA,RAJASTHAN,256.6462953027397,"Wed Jun 16, 2021",,S M T W T F S,7
1244,MAHARASHTRA,HARYANA,128.90959805456936,"Wed Jun 16, 2021",,S M T W T F S,7
1245,MAHARASHTRA,DELHI NCT,92.45959211289485,"Wed Jun 16, 2021",,S M T W T F S,7
1246,MAHARASHTRA,PUNJAB,133.07685482643484,"Wed Jun 16, 2021",,S M T W T F S,7
1247,MADHYA PRADESH,UTTAR PRADESH,128.85659609536185,"Wed Jun 16, 2021",,S M T W T F S,7
1248,MADHYA PRADESH,RAJASTHAN,64.54491118114582,"Wed Jun 16, 2021",,S M T W T F S,7
