,From,To,Per run_Weight,Date_S,Date_E,Week_Count,Week_String
1,KERALA,TAMIL NADU,259.0777631662228,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
2,KERALA,ANDHRA PRADESH,273.09444191648396,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
3,KERALA,MAHARASHTRA,507.4926229551208,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
4,KERALA,MADHYA PRADESH,195.61144853282656,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
5,KERALA,UTTAR PRADESH,354.72372342934597,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
6,TAMIL NADU,ANDHRA PRADESH,53.160654459549114,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
7,TAMIL NADU,MAHARASHTRA,98.7886819678954,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
8,TAMIL NADU,MADHYA PRADESH,38.07778932009745,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
9,TAMIL NADU,UTTAR PRADESH,69.05063741868084,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
10,ANDHRA PRADESH,MAHARASHTRA,156.52080178635697,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
11,ANDHRA PRADESH,MADHYA PRADESH,60.330454824475936,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
12,ANDHRA PRADESH,UTTAR PRADESH,109.40383976520013,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
13,MAHARASHTRA,MADHYA PRADESH,271.1308174349584,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
14,MAHARASHTRA,UTTAR PRADESH,491.67128927441473,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
15,MADHYA PRADESH,UTTAR PRADESH,565.1505101123583,"Mon Jun 21, 2021","Thu Jul 01, 2021",  M          ,1
16,HARYANA,CHANDIGARH,111.90740881812127,"Mon Jun 21, 2021",,S M T W T F S,7
17,HARYANA,DELHI NCT,1116.0925911818788,"Mon Jun 21, 2021",,S M T W T F S,7
18,CHANDIGARH,DELHI NCT,111.90740881812127,"Mon Jun 21, 2021",,S M T W T F S,7
19,DELHI NCT,HARYANA,1145.6121898222968,"Mon Jun 21, 2021",,S M T W T F S,7
20,DELHI NCT,CHANDIGARH,82.38781017770307,"Mon Jun 21, 2021",,S M T W T F S,7
21,HARYANA,CHANDIGARH,1145.6121898222968,"Mon Jun 21, 2021",,S M T W T F S,7
22,PUNJAB,HARYANA,746.545192585013,"Fri Jul 02, 2021",,S M T W   F S,6
23,PUNJAB,DELHI NCT,535.454807414987,"Fri Jul 02, 2021",,S M T W   F S,6
24,HARYANA,DELHI NCT,746.545192585013,"Fri Jul 02, 2021",,S M T W   F S,6
25,DELHI NCT,HARYANA,630.8040087134617,"Fri Jul 02, 2021",,S M T W   F S,6
26,DELHI NCT,PUNJAB,651.1959912865383,"Fri Jul 02, 2021",,S M T W   F S,6
27,HARYANA,PUNJAB,630.8040087134617,"Fri Jul 02, 2021",,S M T W   F S,6
28,DELHI NCT,HARYANA,556.39904352498,"Fri Jul 02, 2021",,S M T W T F S,7
29,DELHI NCT,PUNJAB,574.385738984285,"Fri Jul 02, 2021",,S M T W T F S,7
30,DELHI NCT,JAMMU AND KASHMIR,127.21521749073499,"Fri Jul 02, 2021",,S M T W T F S,7
31,HARYANA,PUNJAB,455.51202978815166,"Fri Jul 02, 2021",,S M T W T F S,7
32,HARYANA,JAMMU AND KASHMIR,100.88701373682835,"Fri Jul 02, 2021",,S M T W T F S,7
33,PUNJAB,JAMMU AND KASHMIR,1029.8977687724366,"Fri Jul 02, 2021",,S M T W T F S,7
34,JAMMU AND KASHMIR,PUNJAB,472.3164096090749,"Thu Jul 01, 2021",,S M T W T F S,7
35,JAMMU AND KASHMIR,HARYANA,457.5259807326658,"Thu Jul 01, 2021",,S M T W T F S,7
36,JAMMU AND KASHMIR,DELHI NCT,328.1576096582593,"Thu Jul 01, 2021",,S M T W T F S,7
37,PUNJAB,HARYANA,275.04332681175407,"Thu Jul 01, 2021",,S M T W T F S,7
38,PUNJAB,DELHI NCT,197.27308279732088,"Thu Jul 01, 2021",,S M T W T F S,7
39,HARYANA,DELHI NCT,732.5693075444199,"Thu Jul 01, 2021",,S M T W T F S,7
40,RAJASTHAN,UTTAR PRADESH,691.2621316026946,"Sun Jul 04, 2021",,S            ,1
41,RAJASTHAN,BIHAR,331.3845229846038,"Sun Jul 04, 2021",,S            ,1
42,RAJASTHAN,WEST BENGAL,428.45219680691065,"Sun Jul 04, 2021",,S            ,1
43,RAJASTHAN,ASSAM,138.90114860579098,"Sun Jul 04, 2021",,S            ,1
44,UTTAR PRADESH,BIHAR,254.88363158323344,"Sun Jul 04, 2021",,S            ,1
45,UTTAR PRADESH,WEST BENGAL,329.54300610784213,"Sun Jul 04, 2021",,S            ,1
46,UTTAR PRADESH,ASSAM,106.83549391161894,"Sun Jul 04, 2021",,S            ,1
47,BIHAR,WEST BENGAL,442.73622562286187,"Sun Jul 04, 2021",,S            ,1
48,BIHAR,ASSAM,143.53192894497542,"Sun Jul 04, 2021",,S            ,1
49,WEST BENGAL,ASSAM,1200.7314285376146,"Sun Jul 04, 2021",,S            ,1
50,ASSAM,WEST BENGAL,379.0229554433138,"Thu Jul 01, 2021",,        T    ,1
51,ASSAM,BIHAR,293.153687216131,"Thu Jul 01, 2021",,        T    ,1
52,ASSAM,UTTAR PRADESH,611.5132984699688,"Thu Jul 01, 2021",,        T    ,1
53,ASSAM,RAJASTHAN,306.3100588705864,"Thu Jul 01, 2021",,        T    ,1
54,WEST BENGAL,BIHAR,91.75399106631171,"Thu Jul 01, 2021",,        T    ,1
55,WEST BENGAL,UTTAR PRADESH,191.39716869185233,"Thu Jul 01, 2021",,        T    ,1
56,WEST BENGAL,RAJASTHAN,95.87179568514972,"Thu Jul 01, 2021",,        T    ,1
57,BIHAR,UTTAR PRADESH,256.4503965500832,"Thu Jul 01, 2021",,        T    ,1
58,BIHAR,RAJASTHAN,128.45728173235946,"Thu Jul 01, 2021",,        T    ,1
59,UTTAR PRADESH,RAJASTHAN,1059.3608637119044,"Thu Jul 01, 2021",,        T    ,1
60,ASSAM,WEST BENGAL,379.0229554433138,"Sat Jun 26, 2021",,            S,1
61,ASSAM,BIHAR,293.153687216131,"Sat Jun 26, 2021",,            S,1
62,ASSAM,UTTAR PRADESH,611.5132984699688,"Sat Jun 26, 2021",,            S,1
63,ASSAM,RAJASTHAN,306.3100588705864,"Sat Jun 26, 2021",,            S,1
64,WEST BENGAL,BIHAR,91.75399106631171,"Sat Jun 26, 2021",,            S,1
65,WEST BENGAL,UTTAR PRADESH,191.39716869185233,"Sat Jun 26, 2021",,            S,1
66,WEST BENGAL,RAJASTHAN,95.87179568514972,"Sat Jun 26, 2021",,            S,1
67,BIHAR,UTTAR PRADESH,256.4503965500832,"Sat Jun 26, 2021",,            S,1
68,BIHAR,RAJASTHAN,128.45728173235946,"Sat Jun 26, 2021",,            S,1
69,UTTAR PRADESH,RAJASTHAN,1059.3608637119044,"Sat Jun 26, 2021",,            S,1
70,RAJASTHAN,UTTAR PRADESH,691.2621316026946,"Wed Jun 30, 2021",,      W      ,1
71,RAJASTHAN,BIHAR,331.3845229846038,"Wed Jun 30, 2021",,      W      ,1
72,RAJASTHAN,WEST BENGAL,428.45219680691065,"Wed Jun 30, 2021",,      W      ,1
73,RAJASTHAN,ASSAM,138.90114860579098,"Wed Jun 30, 2021",,      W      ,1
74,UTTAR PRADESH,BIHAR,254.88363158323344,"Wed Jun 30, 2021",,      W      ,1
75,UTTAR PRADESH,WEST BENGAL,329.54300610784213,"Wed Jun 30, 2021",,      W      ,1
76,UTTAR PRADESH,ASSAM,106.83549391161894,"Wed Jun 30, 2021",,      W      ,1
77,BIHAR,WEST BENGAL,442.73622562286187,"Wed Jun 30, 2021",,      W      ,1
78,BIHAR,ASSAM,143.53192894497542,"Wed Jun 30, 2021",,      W      ,1
79,WEST BENGAL,ASSAM,1200.7314285376146,"Wed Jun 30, 2021",,      W      ,1
80,UTTAR PRADESH,RAJASTHAN,253.34880993524126,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
81,UTTAR PRADESH,MADHYA PRADESH,278.912225155226,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
82,UTTAR PRADESH,GUJARAT,334.1315391686957,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
83,UTTAR PRADESH,MAHARASHTRA,723.607425740837,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
84,RAJASTHAN,MADHYA PRADESH,52.86501133930319,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
85,RAJASTHAN,GUJARAT,63.331277777950625,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
86,RAJASTHAN,MAHARASHTRA,137.15252081798747,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
87,MADHYA PRADESH,GUJARAT,104.80585699188542,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
88,MADHYA PRADESH,MAHARASHTRA,226.97137950264377,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
89,GUJARAT,MAHARASHTRA,502.2686739385318,"Fri Jun 25, 2021","Sat Jul 03, 2021",          F  ,1
90,DELHI NCT,UTTAR PRADESH,1074.7669141809713,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
91,DELHI NCT,BIHAR,515.2330858190287,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
92,UTTAR PRADESH,BIHAR,1074.7669141809713,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
93,DELHI NCT,UTTAR PRADESH,689.1233696231039,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
94,DELHI NCT,BIHAR,330.35922073530946,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
95,DELHI NCT,JHARKHAND,143.39084203770807,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
96,DELHI NCT,WEST BENGAL,427.1265676038786,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
97,UTTAR PRADESH,BIHAR,252.70747592146412,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
98,UTTAR PRADESH,JHARKHAND,109.68647304878938,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
99,UTTAR PRADESH,WEST BENGAL,326.7294206528504,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
100,BIHAR,JHARKHAND,146.54491376570493,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
101,BIHAR,WEST BENGAL,436.52178289106865,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
102,JHARKHAND,WEST BENGAL,399.6222288522024,"Tue Jun 22, 2021","Wed Jul 28, 2021",    T        ,1
103,PUNJAB,HARYANA,149.73963900088174,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
104,PUNJAB,UTTAR PRADESH,595.1564907183554,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
105,PUNJAB,UTTARAKHAND,67.06818387162396,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
106,PUNJAB,BIHAR,285.31238839978744,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
107,PUNJAB,JHARKHAND,123.83847959616666,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
108,PUNJAB,WEST BENGAL,368.88481841318486,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
109,HARYANA,UTTAR PRADESH,61.87667208127289,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
110,HARYANA,UTTARAKHAND,6.972882065861339,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
111,HARYANA,BIHAR,29.663090923245704,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
112,HARYANA,JHARKHAND,12.875122950883881,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
113,HARYANA,WEST BENGAL,38.351870979617914,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
114,UTTAR PRADESH,UTTARAKHAND,52.14272768359273,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
115,UTTAR PRADESH,BIHAR,221.81853323420455,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
116,UTTAR PRADESH,JHARKHAND,96.27927499413173,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
117,UTTAR PRADESH,WEST BENGAL,286.7926268876992,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
118,UTTARAKHAND,BIHAR,46.272684099535866,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
119,UTTARAKHAND,JHARKHAND,20.08443754531518,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
120,UTTARAKHAND,WEST BENGAL,59.826671976227,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
121,BIHAR,JHARKHAND,146.54491376570493,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
122,BIHAR,WEST BENGAL,436.52178289106865,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
123,JHARKHAND,WEST BENGAL,399.6222288522024,"Wed Jun 23, 2021","Thu Jul 01, 2021",      W   F  ,2
124,BIHAR,UTTAR PRADESH,430.2592625808951,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
125,BIHAR,MADHYA PRADESH,237.26531956884588,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
126,BIHAR,MAHARASHTRA,615.5590598986431,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
127,BIHAR,ANDHRA PRADESH,331.2476878004227,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
128,BIHAR,TAMIL NADU,314.24627102283324,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
129,BIHAR,KERALA,179.42239912835996,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
130,UTTAR PRADESH,MADHYA PRADESH,60.84706603163962,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
131,UTTAR PRADESH,MAHARASHTRA,157.86109336201858,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
132,UTTAR PRADESH,ANDHRA PRADESH,84.94899283656952,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
133,UTTAR PRADESH,TAMIL NADU,80.58895264537234,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
134,UTTAR PRADESH,KERALA,46.013157705294994,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
135,MADHYA PRADESH,MAHARASHTRA,127.39251052144823,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
136,MADHYA PRADESH,ANDHRA PRADESH,68.55308824512967,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
137,MADHYA PRADESH,TAMIL NADU,65.03457425221531,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
138,MADHYA PRADESH,KERALA,37.1322125816923,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
139,MAHARASHTRA,ANDHRA PRADESH,361.7240816512759,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
140,MAHARASHTRA,TAMIL NADU,343.1584520721514,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
141,MAHARASHTRA,KERALA,195.9301300586826,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
142,ANDHRA PRADESH,TAMIL NADU,538.8254656042739,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
143,ANDHRA PRADESH,KERALA,307.64838492912395,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
144,TAMIL NADU,KERALA,1341.8537155968463,"Wed Oct 21, 2020","Thu Jul 01, 2021",  M          ,1
145,UTTAR PRADESH,MADHYA PRADESH,224.8570650402144,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
146,UTTAR PRADESH,MAHARASHTRA,583.3671933986965,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
147,UTTAR PRADESH,ANDHRA PRADESH,313.9244412774277,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
148,UTTAR PRADESH,TAMIL NADU,297.8121468844625,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
149,UTTAR PRADESH,KERALA,170.03915339919894,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
150,MADHYA PRADESH,MAHARASHTRA,96.08827880887223,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
151,MADHYA PRADESH,ANDHRA PRADESH,51.707500146943154,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
152,MADHYA PRADESH,TAMIL NADU,49.05359253369181,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
153,MADHYA PRADESH,KERALA,28.007693550707188,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
154,MAHARASHTRA,ANDHRA PRADESH,272.83742401590547,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
155,MAHARASHTRA,TAMIL NADU,258.83393680963985,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
156,MAHARASHTRA,KERALA,147.7841113820234,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
157,ANDHRA PRADESH,TAMIL NADU,406.4195874339637,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
158,ANDHRA PRADESH,KERALA,232.04977800631264,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
159,TAMIL NADU,KERALA,1012.1192636617578,"Sat Jun 19, 2021","Mon Jun 28, 2021",            S,1
160,TAMIL NADU,ANDHRA PRADESH,25.888228690521416,"Sun Jun 27, 2021",,S            ,1
161,TAMIL NADU,ODISHA,10.39279498965491,"Sun Jun 27, 2021",,S            ,1
162,TAMIL NADU,WEST BENGAL,20.84199643193083,"Sun Jun 27, 2021",,S            ,1
163,TAMIL NADU,BIHAR,16.120153186552205,"Sun Jun 27, 2021",,S            ,1
164,TAMIL NADU,ASSAM,6.756826701340642,"Sun Jun 27, 2021",,S            ,1
165,ANDHRA PRADESH,ODISHA,4.972135395219683,"Sun Jun 27, 2021",,S            ,1
166,ANDHRA PRADESH,WEST BENGAL,9.971256843745998,"Sun Jun 27, 2021",,S            ,1
167,ANDHRA PRADESH,BIHAR,7.712226048430981,"Sun Jun 27, 2021",,S            ,1
168,ANDHRA PRADESH,ASSAM,3.232610403124752,"Sun Jun 27, 2021",,S            ,1
169,ODISHA,WEST BENGAL,7.3248701414176525,"Sun Jun 27, 2021",,S            ,1
170,ODISHA,BIHAR,5.665389548304224,"Sun Jun 27, 2021",,S            ,1
171,ODISHA,ASSAM,2.3746706951527154,"Sun Jun 27, 2021",,S            ,1
172,WEST BENGAL,BIHAR,26.873844132571126,"Sun Jun 27, 2021",,S            ,1
173,WEST BENGAL,ASSAM,11.264279284523354,"Sun Jun 27, 2021",,S            ,1
174,BIHAR,ASSAM,56.371612915858535,"Sun Jun 27, 2021",,S            ,1
175,BIHAR,UTTAR PRADESH,1346.9366417777676,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
176,BIHAR,DELHI NCT,243.06335822223235,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
177,UTTAR PRADESH,DELHI NCT,1346.9366417777676,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
178,ASSAM,WEST BENGAL,316.2110242214773,"Fri Jun 25, 2021",,          F  ,1
179,ASSAM,BIHAR,244.57206709417696,"Fri Jun 25, 2021",,          F  ,1
180,ASSAM,JHARKHAND,106.15533770021568,"Fri Jun 25, 2021",,          F  ,1
181,ASSAM,ODISHA,157.67761782973147,"Fri Jun 25, 2021",,          F  ,1
182,ASSAM,ANDHRA PRADESH,392.7715531592784,"Fri Jun 25, 2021",,          F  ,1
183,ASSAM,TAMIL NADU,372.61239999512014,"Fri Jun 25, 2021",,          F  ,1
184,WEST BENGAL,BIHAR,60.71365453963566,"Fri Jun 25, 2021",,          F  ,1
185,WEST BENGAL,JHARKHAND,26.352471797964814,"Fri Jun 25, 2021",,          F  ,1
186,WEST BENGAL,ODISHA,39.14259110326235,"Fri Jun 25, 2021",,          F  ,1
187,WEST BENGAL,ANDHRA PRADESH,97.50335218095861,"Fri Jun 25, 2021",,          F  ,1
188,WEST BENGAL,TAMIL NADU,92.49895459965587,"Fri Jun 25, 2021",,          F  ,1
189,BIHAR,JHARKHAND,31.487734608361993,"Fri Jun 25, 2021",,          F  ,1
190,BIHAR,ODISHA,46.77024341368776,"Fri Jun 25, 2021",,          F  ,1
191,BIHAR,ANDHRA PRADESH,116.50366995694063,"Fri Jun 25, 2021",,          F  ,1
192,BIHAR,TAMIL NADU,110.52407365482225,"Fri Jun 25, 2021",,          F  ,1
193,JHARKHAND,ODISHA,28.013761532549875,"Fri Jun 25, 2021",,          F  ,1
194,JHARKHAND,ANDHRA PRADESH,69.78167718677032,"Fri Jun 25, 2021",,          F  ,1
195,JHARKHAND,TAMIL NADU,66.2001053872223,"Fri Jun 25, 2021",,          F  ,1
196,ODISHA,ANDHRA PRADESH,139.37894633182972,"Fri Jun 25, 2021",,          F  ,1
197,ODISHA,TAMIL NADU,132.22526754740176,"Fri Jun 25, 2021",,          F  ,1
198,ANDHRA PRADESH,TAMIL NADU,815.9391988157777,"Fri Jun 25, 2021",,          F  ,1
199,WEST BENGAL,JHARKHAND,177.11784959137074,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
200,WEST BENGAL,BIHAR,408.06312270578417,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
201,WEST BENGAL,UTTAR PRADESH,851.212306143693,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
202,WEST BENGAL,DELHI NCT,153.6067215591521,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
203,JHARKHAND,BIHAR,51.15448784619786,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
204,JHARKHAND,UTTAR PRADESH,106.70733802269262,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
205,JHARKHAND,DELHI NCT,19.256023722480244,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
206,BIHAR,UTTAR PRADESH,389.01699761138195,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
207,BIHAR,DELHI NCT,70.2006129406,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
208,UTTAR PRADESH,DELHI NCT,1346.9366417777676,"Mon Jun 21, 2021","Tue Jul 27, 2021",  M          ,1
209,TAMIL NADU,ANDHRA PRADESH,473.1466892264931,"Mon Jun 28, 2021",,  M          ,1
210,TAMIL NADU,ODISHA,189.94410934593247,"Mon Jun 28, 2021",,  M          ,1
211,TAMIL NADU,WEST BENGAL,380.91913226373146,"Mon Jun 28, 2021",,  M          ,1
212,TAMIL NADU,JHARKHAND,127.87852422756565,"Mon Jun 28, 2021",,  M          ,1
213,TAMIL NADU,BIHAR,294.6202770849927,"Mon Jun 28, 2021",,  M          ,1
214,TAMIL NADU,ASSAM,123.4912678512846,"Mon Jun 28, 2021",,  M          ,1
215,ANDHRA PRADESH,ODISHA,80.46842464285668,"Mon Jun 28, 2021",,  M          ,1
216,ANDHRA PRADESH,WEST BENGAL,161.37358823674847,"Mon Jun 28, 2021",,  M          ,1
217,ANDHRA PRADESH,JHARKHAND,54.174796079118025,"Mon Jun 28, 2021",,  M          ,1
218,ANDHRA PRADESH,BIHAR,124.8137130785887,"Mon Jun 28, 2021",,  M          ,1
219,ANDHRA PRADESH,ASSAM,52.316167189181236,"Mon Jun 28, 2021",,  M          ,1
220,ODISHA,WEST BENGAL,111.12772172463414,"Mon Jun 28, 2021",,  M          ,1
221,ODISHA,JHARKHAND,37.30673481918687,"Mon Jun 28, 2021",,  M          ,1
222,ODISHA,BIHAR,85.95126207435447,"Mon Jun 28, 2021",,  M          ,1
223,ODISHA,ASSAM,36.02681537061365,"Mon Jun 28, 2021",,  M          ,1
224,WEST BENGAL,JHARKHAND,153.040222837453,"Mon Jun 28, 2021",,  M          ,1
225,WEST BENGAL,BIHAR,352.59050047592007,"Mon Jun 28, 2021",,  M          ,1
226,WEST BENGAL,ASSAM,147.789718911741,"Mon Jun 28, 2021",,  M          ,1
227,JHARKHAND,BIHAR,262.4100539888325,"Mon Jun 28, 2021",,  M          ,1
228,JHARKHAND,ASSAM,109.99022397449107,"Mon Jun 28, 2021",,  M          ,1
229,BIHAR,ASSAM,1120.3858067026883,"Mon Jun 28, 2021",,  M          ,1
230,ASSAM,WEST BENGAL,338.83299329520526,"Tue Jun 22, 2021",,    T        ,1
231,ASSAM,BIHAR,262.06893252359674,"Tue Jun 22, 2021",,    T        ,1
232,ASSAM,ODISHA,168.95799049524908,"Tue Jun 22, 2021",,    T        ,1
233,ASSAM,ANDHRA PRADESH,420.87071874177235,"Tue Jun 22, 2021",,    T        ,1
234,ASSAM,TAMIL NADU,399.2693649441766,"Tue Jun 22, 2021",,    T        ,1
235,WEST BENGAL,BIHAR,70.97182101254107,"Tue Jun 22, 2021",,    T        ,1
236,WEST BENGAL,ODISHA,45.75611517396377,"Tue Jun 22, 2021",,    T        ,1
237,WEST BENGAL,ANDHRA PRADESH,113.97749833346263,"Tue Jun 22, 2021",,    T        ,1
238,WEST BENGAL,TAMIL NADU,108.12755877523779,"Tue Jun 22, 2021",,    T        ,1
239,BIHAR,ODISHA,56.8901082100186,"Tue Jun 22, 2021",,    T        ,1
240,BIHAR,ANDHRA PRADESH,141.71203540871298,"Tue Jun 22, 2021",,    T        ,1
241,BIHAR,TAMIL NADU,134.4386099174062,"Tue Jun 22, 2021",,    T        ,1
242,ODISHA,ANDHRA PRADESH,139.37894633182972,"Tue Jun 22, 2021",,    T        ,1
243,ODISHA,TAMIL NADU,132.22526754740176,"Tue Jun 22, 2021",,    T        ,1
244,ANDHRA PRADESH,TAMIL NADU,815.9391988157777,"Tue Jun 22, 2021",,    T        ,1
245,KARNATAKA,MAHARASHTRA,1033.72616177206,"Mon Jun 21, 2021",,S M T W T F S,7
246,KARNATAKA,ANDHRA PRADESH,556.2738382279399,"Mon Jun 21, 2021",,S M T W T F S,7
247,MAHARASHTRA,ANDHRA PRADESH,1033.72616177206,"Mon Jun 21, 2021",,S M T W T F S,7
248,KARNATAKA,ANDHRA PRADESH,1590.0,"Mon Jun 21, 2021",,  M T W   F  ,4
249,KARNATAKA,ANDHRA PRADESH,1590.0,"Sun Jun 20, 2021",,S M T   T    ,4
250,MAHARASHTRA,KARNATAKA,720.626258595604,"Sat Jun 19, 2021",,S       T   S,3
251,MAHARASHTRA,ANDHRA PRADESH,869.373741404396,"Sat Jun 19, 2021",,S       T   S,3
252,KARNATAKA,ANDHRA PRADESH,720.626258595604,"Sat Jun 19, 2021",,S       T   S,3
253,KARNATAKA,ANDHRA PRADESH,608.7525022117078,"Sun Jun 20, 2021",,S M T W T F S,7
254,KARNATAKA,MAHARASHTRA,1131.247497788292,"Sun Jun 20, 2021",,S M T W T F S,7
255,ANDHRA PRADESH,MAHARASHTRA,608.7525022117078,"Sun Jun 20, 2021",,S M T W T F S,7
256,KARNATAKA,ANDHRA PRADESH,556.2738382279399,"Fri Jun 18, 2021",,      W   F S,3
